lire - indicatif - présent - première_singulier,lire,lis,\ʒə li\,indicatif,présent,première_singulier
répondre - conditionnel - présent - troisième_pluriel,répondre,répondraient,\[il/ɛl] ʁe.pɔ̃.dʁɛ\,conditionnel,présent,troisième_pluriel
sortir - indicatif - présent - première_singulier,sortir,sors,\ʒə sɔʁ\,indicatif,présent,première_singulier
sortir - indicatif - présent - deuxième_singulier,sortir,sors,\ty sɔʁ\,indicatif,présent,deuxième_singulier
sortir - indicatif - présent - troisième_singulier,sortir,sort,\[il/ɛl/ɔ̃] sɔʁ\,indicatif,présent,troisième_singulier
sortir - indicatif - présent - première_pluriel,sortir,sortons,\nu sɔʁ.tɔ̃\,indicatif,présent,première_pluriel
sortir - indicatif - présent - deuxième_pluriel,sortir,sortez,\vu sɔʁ.te\,indicatif,présent,deuxième_pluriel
sortir - indicatif - présent - troisième_pluriel,sortir,sortent,\[il/ɛl] sɔʁt\,indicatif,présent,troisième_pluriel
sortir - indicatif - imparfait - première_singulier,sortir,sortais,\ʒə sɔʁ.tɛ\,indicatif,imparfait,première_singulier
sortir - indicatif - imparfait - deuxième_singulier,sortir,sortais,\ty sɔʁ.tɛ\,indicatif,imparfait,deuxième_singulier
sortir - indicatif - imparfait - troisième_singulier,sortir,sortait,\[il/ɛl/ɔ̃] sɔʁ.tɛ\,indicatif,imparfait,troisième_singulier
sortir - indicatif - imparfait - première_pluriel,sortir,sortions,\nu sɔʁ.tjɔ̃\,indicatif,imparfait,première_pluriel
sortir - indicatif - imparfait - deuxième_pluriel,sortir,sortiez,\vu sɔʁ.tje\,indicatif,imparfait,deuxième_pluriel
sortir - indicatif - imparfait - troisième_pluriel,sortir,sortaient,\[il/ɛl] sɔʁ.tɛ\,indicatif,imparfait,troisième_pluriel
sortir - indicatif - passé_simple - première_singulier,sortir,sortis,\ʒə sɔʁ.ti\,indicatif,passé simple,première_singulier
sortir - indicatif - passé_simple - deuxième_singulier,sortir,sortis,\ty sɔʁ.ti\,indicatif,passé simple,deuxième_singulier
sortir - indicatif - passé_simple - troisième_singulier,sortir,sortit,\[il/ɛl/ɔ̃] sɔʁ.ti\,indicatif,passé simple,troisième_singulier
sortir - indicatif - passé_simple - première_pluriel,sortir,sortîmes,\nu sɔʁ.tim\,indicatif,passé simple,première_pluriel
sortir - indicatif - passé_simple - deuxième_pluriel,sortir,sortîtes,\vu sɔʁ.tit\,indicatif,passé simple,deuxième_pluriel
sortir - indicatif - passé_simple - troisième_pluriel,sortir,sortirent,\[il/ɛl] sɔʁ.tiʁ\,indicatif,passé simple,troisième_pluriel
sortir - indicatif - futur_simple - première_singulier,sortir,sortirai,\ʒə sɔʁ.ti.ʁe\,indicatif,futur simple,première_singulier
sortir - indicatif - futur_simple - deuxième_singulier,sortir,sortiras,\ty sɔʁ.ti.ʁa\,indicatif,futur simple,deuxième_singulier
sortir - indicatif - futur_simple - troisième_singulier,sortir,sortira,\[il/ɛl/ɔ̃] sɔʁ.ti.ʁa\,indicatif,futur simple,troisième_singulier
sortir - indicatif - futur_simple - première_pluriel,sortir,sortirons,\nu sɔʁ.ti.ʁɔ̃\,indicatif,futur simple,première_pluriel
sortir - indicatif - futur_simple - deuxième_pluriel,sortir,sortirez,\vu sɔʁ.ti.ʁe\,indicatif,futur simple,deuxième_pluriel
sortir - indicatif - futur_simple - troisième_pluriel,sortir,sortiront,\[il/ɛl] sɔʁ.ti.ʁɔ̃\,indicatif,futur simple,troisième_pluriel
sortir - subjonctif - présent - première_singulier,sortir,sorte,\kə ʒə sɔʁt\,subjonctif,présent,première_singulier
sortir - subjonctif - présent - deuxième_singulier,sortir,sortes,\kə ty sɔʁt\,subjonctif,présent,deuxième_singulier
sortir - subjonctif - présent - troisième_singulier,sortir,sorte,\k‿[il/ɛl/ɔ̃] sɔʁt\,subjonctif,présent,troisième_singulier
sortir - subjonctif - présent - première_pluriel,sortir,sortions,\kə nu sɔʁ.tjɔ̃\,subjonctif,présent,première_pluriel
sortir - subjonctif - présent - deuxième_pluriel,sortir,sortiez,\kə vu sɔʁ.tje\,subjonctif,présent,deuxième_pluriel
sortir - subjonctif - présent - troisième_pluriel,sortir,sortent,\k‿[il/ɛl] sɔʁt\,subjonctif,présent,troisième_pluriel
sortir - subjonctif - imparfait - première_singulier,sortir,sortisse,\kə ʒə sɔʁ.tis\,subjonctif,imparfait,première_singulier
sortir - subjonctif - imparfait - deuxième_singulier,sortir,sortisses,\kə ty sɔʁ.tis\,subjonctif,imparfait,deuxième_singulier
sortir - subjonctif - imparfait - troisième_singulier,sortir,sortît,\k‿[il/ɛl/ɔ̃] sɔʁ.ti\,subjonctif,imparfait,troisième_singulier
sortir - subjonctif - imparfait - première_pluriel,sortir,sortissions,\kə nu sɔʁ.ti.sjɔ̃\,subjonctif,imparfait,première_pluriel
sortir - subjonctif - imparfait - deuxième_pluriel,sortir,sortissiez,\kə vu sɔʁ.ti.sje\,subjonctif,imparfait,deuxième_pluriel
sortir - subjonctif - imparfait - troisième_pluriel,sortir,sortissent,\k‿[il/ɛl] sɔʁ.tis\,subjonctif,imparfait,troisième_pluriel
sortir - conditionnel - présent - première_singulier,sortir,sortirais,\ʒə sɔʁ.ti.ʁɛ\,conditionnel,présent,première_singulier
sortir - conditionnel - présent - deuxième_singulier,sortir,sortirais,\ty sɔʁ.ti.ʁɛ\,conditionnel,présent,deuxième_singulier
sortir - conditionnel - présent - troisième_singulier,sortir,sortirait,\[il/ɛl/ɔ̃] sɔʁ.ti.ʁɛ\,conditionnel,présent,troisième_singulier
sortir - conditionnel - présent - première_pluriel,sortir,sortirions,\nu sɔʁ.ti.ʁjɔ̃\,conditionnel,présent,première_pluriel
sortir - conditionnel - présent - deuxième_pluriel,sortir,sortiriez,\vu sɔʁ.ti.ʁje\,conditionnel,présent,deuxième_pluriel
sortir - conditionnel - présent - troisième_pluriel,sortir,sortiraient,\[il/ɛl] sɔʁ.ti.ʁɛ\,conditionnel,présent,troisième_pluriel
suivre - indicatif - présent - première_singulier,suivre,suis,\ʒə sɥi\,indicatif,présent,première_singulier
suivre - indicatif - présent - deuxième_singulier,suivre,suis,\ty sɥi\,indicatif,présent,deuxième_singulier
suivre - indicatif - présent - troisième_singulier,suivre,suit,\[il/ɛl/ɔ̃] sɥi\,indicatif,présent,troisième_singulier
suivre - indicatif - présent - première_pluriel,suivre,suivons,\nu sɥi.vɔ̃\,indicatif,présent,première_pluriel
suivre - indicatif - présent - deuxième_pluriel,suivre,suivez,\vu sɥi.ve\,indicatif,présent,deuxième_pluriel
suivre - indicatif - présent - troisième_pluriel,suivre,suivent,\[il/ɛl] sɥiv\,indicatif,présent,troisième_pluriel
suivre - indicatif - imparfait - première_singulier,suivre,suivais,\ʒə sɥi.vɛ\,indicatif,imparfait,première_singulier
suivre - indicatif - imparfait - deuxième_singulier,suivre,suivais,\ty sɥi.vɛ\,indicatif,imparfait,deuxième_singulier
suivre - indicatif - imparfait - troisième_singulier,suivre,suivait,\[il/ɛl/ɔ̃] sɥi.vɛ\,indicatif,imparfait,troisième_singulier
suivre - indicatif - imparfait - première_pluriel,suivre,suivions,\nu sɥi.vjɔ̃\,indicatif,imparfait,première_pluriel
suivre - indicatif - imparfait - deuxième_pluriel,suivre,suiviez,\vu sɥi.vje\,indicatif,imparfait,deuxième_pluriel
suivre - indicatif - imparfait - troisième_pluriel,suivre,suivaient,\[il/ɛl] sɥi.vɛ\,indicatif,imparfait,troisième_pluriel
suivre - indicatif - passé_simple - première_singulier,suivre,suivis,\ʒə sɥi.vi\,indicatif,passé simple,première_singulier
suivre - indicatif - passé_simple - deuxième_singulier,suivre,suivis,\ty sɥi.vi\,indicatif,passé simple,deuxième_singulier
suivre - indicatif - passé_simple - troisième_singulier,suivre,suivit,\[il/ɛl/ɔ̃] sɥi.vi\,indicatif,passé simple,troisième_singulier
suivre - indicatif - passé_simple - première_pluriel,suivre,suivîmes,\nu sɥi.vim\,indicatif,passé simple,première_pluriel
suivre - indicatif - passé_simple - deuxième_pluriel,suivre,suivîtes,\vu sɥi.vit\,indicatif,passé simple,deuxième_pluriel
suivre - indicatif - passé_simple - troisième_pluriel,suivre,suivirent,\[il/ɛl] sɥi.viʁ\,indicatif,passé simple,troisième_pluriel
suivre - indicatif - futur_simple - première_singulier,suivre,suivrai,\ʒə sɥi.vʁe\,indicatif,futur simple,première_singulier
suivre - indicatif - futur_simple - deuxième_singulier,suivre,suivras,\ty sɥi.vʁa\,indicatif,futur simple,deuxième_singulier
suivre - indicatif - futur_simple - troisième_singulier,suivre,suivra,\[il/ɛl/ɔ̃] sɥi.vʁa\,indicatif,futur simple,troisième_singulier
suivre - indicatif - futur_simple - première_pluriel,suivre,suivrons,\nu sɥi.vʁɔ̃\,indicatif,futur simple,première_pluriel
suivre - indicatif - futur_simple - deuxième_pluriel,suivre,suivrez,\vu sɥi.vʁe\,indicatif,futur simple,deuxième_pluriel
suivre - indicatif - futur_simple - troisième_pluriel,suivre,suivront,\[il/ɛl] sɥi.vʁɔ̃\,indicatif,futur simple,troisième_pluriel
suivre - subjonctif - présent - première_singulier,suivre,suive,\kə ʒə sɥiv\,subjonctif,présent,première_singulier
suivre - subjonctif - présent - deuxième_singulier,suivre,suives,\kə ty sɥiv\,subjonctif,présent,deuxième_singulier
suivre - subjonctif - présent - troisième_singulier,suivre,suive,\k‿[il/ɛl/ɔ̃] sɥiv\,subjonctif,présent,troisième_singulier
suivre - subjonctif - présent - première_pluriel,suivre,suivions,\kə nu sɥi.vjɔ̃\,subjonctif,présent,première_pluriel
suivre - subjonctif - présent - deuxième_pluriel,suivre,suiviez,\kə vu sɥi.vje\,subjonctif,présent,deuxième_pluriel
suivre - subjonctif - présent - troisième_pluriel,suivre,suivent,\k‿[il/ɛl] sɥiv\,subjonctif,présent,troisième_pluriel
suivre - subjonctif - imparfait - première_singulier,suivre,suivisse,\kə ʒə sɥi.vis\,subjonctif,imparfait,première_singulier
suivre - subjonctif - imparfait - deuxième_singulier,suivre,suivisses,\kə ty sɥi.vis\,subjonctif,imparfait,deuxième_singulier
suivre - subjonctif - imparfait - troisième_singulier,suivre,suivît,\k‿[il/ɛl/ɔ̃] sɥi.vi\,subjonctif,imparfait,troisième_singulier
suivre - subjonctif - imparfait - première_pluriel,suivre,suivissions,\kə nu sɥi.vi.sjɔ̃\,subjonctif,imparfait,première_pluriel
suivre - subjonctif - imparfait - deuxième_pluriel,suivre,suivissiez,\kə vu sɥi.vi.sje\,subjonctif,imparfait,deuxième_pluriel
suivre - subjonctif - imparfait - troisième_pluriel,suivre,suivissent,\k‿[il/ɛl] sɥi.vis\,subjonctif,imparfait,troisième_pluriel
suivre - conditionnel - présent - première_singulier,suivre,suivrais,\ʒə sɥi.vʁɛ\,conditionnel,présent,première_singulier
suivre - conditionnel - présent - deuxième_singulier,suivre,suivrais,\ty sɥi.vʁɛ\,conditionnel,présent,deuxième_singulier
suivre - conditionnel - présent - troisième_singulier,suivre,suivrait,\[il/ɛl/ɔ̃] sɥi.vʁɛ\,conditionnel,présent,troisième_singulier
suivre - conditionnel - présent - première_pluriel,suivre,suivrions,\nu sɥi.vʁi.jɔ̃\,conditionnel,présent,première_pluriel
suivre - conditionnel - présent - deuxième_pluriel,suivre,suivriez,\vu sɥi.vʁi.je\,conditionnel,présent,deuxième_pluriel
suivre - conditionnel - présent - troisième_pluriel,suivre,suivraient,\[il/ɛl] sɥi.vʁɛ\,conditionnel,présent,troisième_pluriel
venir - indicatif - présent - première_singulier,venir,viens,\ʒə vjɛ̃\,indicatif,présent,première_singulier
venir - indicatif - présent - deuxième_singulier,venir,viens,\ty vjɛ̃\,indicatif,présent,deuxième_singulier
venir - indicatif - présent - troisième_singulier,venir,vient,\[il/ɛl/ɔ̃] vjɛ̃\,indicatif,présent,troisième_singulier
venir - indicatif - présent - première_pluriel,venir,venons,\nu və.nɔ̃\,indicatif,présent,première_pluriel
venir - indicatif - présent - deuxième_pluriel,venir,venez,\vu və.ne\,indicatif,présent,deuxième_pluriel
venir - indicatif - présent - troisième_pluriel,venir,viennent,\[il/ɛl] vjɛn\,indicatif,présent,troisième_pluriel
venir - indicatif - imparfait - première_singulier,venir,venais,\ʒə və.nɛ\,indicatif,imparfait,première_singulier
venir - indicatif - imparfait - deuxième_singulier,venir,venais,\ty və.nɛ\,indicatif,imparfait,deuxième_singulier
venir - indicatif - imparfait - troisième_singulier,venir,venait,\[il/ɛl/ɔ̃] və.nɛ\,indicatif,imparfait,troisième_singulier
venir - indicatif - imparfait - première_pluriel,venir,venions,\nu və.njɔ̃\,indicatif,imparfait,première_pluriel
venir - indicatif - imparfait - deuxième_pluriel,venir,veniez,\vu və.nje\,indicatif,imparfait,deuxième_pluriel
venir - indicatif - imparfait - troisième_pluriel,venir,venaient,\[il/ɛl] və.nɛ\,indicatif,imparfait,troisième_pluriel
venir - indicatif - passé_simple - première_singulier,venir,vins,\ʒə vɛ̃\,indicatif,passé simple,première_singulier
venir - indicatif - passé_simple - deuxième_singulier,venir,vins,\ty vɛ̃\,indicatif,passé simple,deuxième_singulier
venir - indicatif - passé_simple - troisième_singulier,venir,vint,\[il/ɛl/ɔ̃] vɛ̃\,indicatif,passé simple,troisième_singulier
venir - indicatif - passé_simple - première_pluriel,venir,vînmes,\nu vɛ̃m\,indicatif,passé simple,première_pluriel
venir - indicatif - passé_simple - deuxième_pluriel,venir,vîntes,\vu vɛ̃t\,indicatif,passé simple,deuxième_pluriel
venir - indicatif - passé_simple - troisième_pluriel,venir,vinrent,\[il/ɛl] vɛ̃ʁ\,indicatif,passé simple,troisième_pluriel
venir - indicatif - futur_simple - première_singulier,venir,viendrai,\ʒə vjɛ̃.dʁe\,indicatif,futur simple,première_singulier
venir - indicatif - futur_simple - deuxième_singulier,venir,viendras,\ty vjɛ̃.dʁa\,indicatif,futur simple,deuxième_singulier
venir - indicatif - futur_simple - troisième_singulier,venir,viendra,\[il/ɛl/ɔ̃] vjɛ̃.dʁa\,indicatif,futur simple,troisième_singulier
venir - indicatif - futur_simple - première_pluriel,venir,viendrons,\nu vjɛ̃.dʁɔ̃\,indicatif,futur simple,première_pluriel
venir - indicatif - futur_simple - deuxième_pluriel,venir,viendrez,\vu vjɛ̃.dʁe\,indicatif,futur simple,deuxième_pluriel
venir - indicatif - futur_simple - troisième_pluriel,venir,viendront,\[il/ɛl] vjɛ̃.dʁɔ̃\,indicatif,futur simple,troisième_pluriel
venir - subjonctif - présent - première_singulier,venir,vienne,\kə ʒə vjɛn\,subjonctif,présent,première_singulier
venir - subjonctif - présent - deuxième_singulier,venir,viennes,\kə ty vjɛn\,subjonctif,présent,deuxième_singulier
venir - subjonctif - présent - troisième_singulier,venir,vienne,\k‿[il/ɛl/ɔ̃] vjɛn\,subjonctif,présent,troisième_singulier
venir - subjonctif - présent - première_pluriel,venir,venions,\kə nu və.njɔ̃\,subjonctif,présent,première_pluriel
venir - subjonctif - présent - deuxième_pluriel,venir,veniez,\kə vu və.nje\,subjonctif,présent,deuxième_pluriel
venir - subjonctif - présent - troisième_pluriel,venir,viennent,\k‿[il/ɛl] vjɛn\,subjonctif,présent,troisième_pluriel
venir - subjonctif - imparfait - première_singulier,venir,vinsse,\kə ʒə vɛ̃s\,subjonctif,imparfait,première_singulier
venir - subjonctif - imparfait - deuxième_singulier,venir,vinsses,\kə ty vɛ̃s\,subjonctif,imparfait,deuxième_singulier
venir - subjonctif - imparfait - troisième_singulier,venir,vînt,\k‿[il/ɛl/ɔ̃] vɛ̃\,subjonctif,imparfait,troisième_singulier
venir - subjonctif - imparfait - première_pluriel,venir,vinssions,\kə nu vɛ̃.sjɔ̃\,subjonctif,imparfait,première_pluriel
venir - subjonctif - imparfait - deuxième_pluriel,venir,vinssiez,\kə vu vɛ̃.sje\,subjonctif,imparfait,deuxième_pluriel
venir - subjonctif - imparfait - troisième_pluriel,venir,vinssent,\k‿[il/ɛl] vɛ̃s\,subjonctif,imparfait,troisième_pluriel
venir - conditionnel - présent - première_singulier,venir,viendrais,\ʒə vjɛ̃.dʁɛ\,conditionnel,présent,première_singulier
venir - conditionnel - présent - deuxième_singulier,venir,viendrais,\ty vjɛ̃.dʁɛ\,conditionnel,présent,deuxième_singulier
venir - conditionnel - présent - troisième_singulier,venir,viendrait,\[il/ɛl/ɔ̃] vjɛ̃.dʁɛ\,conditionnel,présent,troisième_singulier
venir - conditionnel - présent - première_pluriel,venir,viendrions,\nu vjɛ̃.dʁi.jɔ̃\,conditionnel,présent,première_pluriel
venir - conditionnel - présent - deuxième_pluriel,venir,viendriez,\vu vjɛ̃.dʁi.je\,conditionnel,présent,deuxième_pluriel
venir - conditionnel - présent - troisième_pluriel,venir,viendraient,\[il/ɛl] vjɛ̃.dʁɛ\,conditionnel,présent,troisième_pluriel
vivre - indicatif - présent - première_singulier,vivre,vis,\ʒə vi\,indicatif,présent,première_singulier
vivre - indicatif - présent - deuxième_singulier,vivre,vis,\ty vi\,indicatif,présent,deuxième_singulier
vivre - indicatif - présent - troisième_singulier,vivre,vit,\[il/ɛl/ɔ̃] vi\,indicatif,présent,troisième_singulier
vivre - indicatif - présent - première_pluriel,vivre,vivons,\nu vi.vɔ̃\,indicatif,présent,première_pluriel
vivre - indicatif - présent - deuxième_pluriel,vivre,vivez,\vu vi.ve\,indicatif,présent,deuxième_pluriel
vivre - indicatif - présent - troisième_pluriel,vivre,vivent,\[il/ɛl] viv\,indicatif,présent,troisième_pluriel
vivre - indicatif - imparfait - première_singulier,vivre,vivais,\ʒə vi.vɛ\,indicatif,imparfait,première_singulier
vivre - indicatif - imparfait - deuxième_singulier,vivre,vivais,\ty vi.vɛ\,indicatif,imparfait,deuxième_singulier
vivre - indicatif - imparfait - troisième_singulier,vivre,vivait,\[il/ɛl/ɔ̃] vi.vɛ\,indicatif,imparfait,troisième_singulier
vivre - indicatif - imparfait - première_pluriel,vivre,vivions,\nu vi.vjɔ̃\,indicatif,imparfait,première_pluriel
vivre - indicatif - imparfait - deuxième_pluriel,vivre,viviez,\vu vi.vje\,indicatif,imparfait,deuxième_pluriel
vivre - indicatif - imparfait - troisième_pluriel,vivre,vivaient,\[il/ɛl] vi.vɛ\,indicatif,imparfait,troisième_pluriel
vivre - indicatif - passé_simple - première_singulier,vivre,vécus,\ʒə ve.ky\,indicatif,passé simple,première_singulier
vivre - indicatif - passé_simple - deuxième_singulier,vivre,vécus,\ty ve.ky\,indicatif,passé simple,deuxième_singulier
vivre - indicatif - passé_simple - troisième_singulier,vivre,vécut,\[il/ɛl/ɔ̃] ve.ky\,indicatif,passé simple,troisième_singulier
vivre - indicatif - passé_simple - première_pluriel,vivre,vécûmes,\nu ve.kym\,indicatif,passé simple,première_pluriel
vivre - indicatif - passé_simple - deuxième_pluriel,vivre,vécûtes,\vu ve.kyt\,indicatif,passé simple,deuxième_pluriel
vivre - indicatif - passé_simple - troisième_pluriel,vivre,vécurent,\[il/ɛl] ve.kyʁ\,indicatif,passé simple,troisième_pluriel
vivre - indicatif - futur_simple - première_singulier,vivre,vivrai,\ʒə vi.vʁe\,indicatif,futur simple,première_singulier
vivre - indicatif - futur_simple - deuxième_singulier,vivre,vivras,\ty vi.vʁa\,indicatif,futur simple,deuxième_singulier
vivre - indicatif - futur_simple - troisième_singulier,vivre,vivra,\[il/ɛl/ɔ̃] vi.vʁa\,indicatif,futur simple,troisième_singulier
vivre - indicatif - futur_simple - première_pluriel,vivre,vivrons,\nu vi.vʁɔ̃\,indicatif,futur simple,première_pluriel
vivre - indicatif - futur_simple - deuxième_pluriel,vivre,vivrez,\vu vi.vʁe\,indicatif,futur simple,deuxième_pluriel
vivre - indicatif - futur_simple - troisième_pluriel,vivre,vivront,\[il/ɛl] vi.vʁɔ̃\,indicatif,futur simple,troisième_pluriel
vivre - subjonctif - présent - première_singulier,vivre,vive,\kə ʒə viv\,subjonctif,présent,première_singulier
vivre - subjonctif - présent - deuxième_singulier,vivre,vives,\kə ty viv\,subjonctif,présent,deuxième_singulier
vivre - subjonctif - présent - troisième_singulier,vivre,vive,\k‿[il/ɛl/ɔ̃] viv\,subjonctif,présent,troisième_singulier
vivre - subjonctif - présent - première_pluriel,vivre,vivions,\kə nu vi.vjɔ̃\,subjonctif,présent,première_pluriel
vivre - subjonctif - présent - deuxième_pluriel,vivre,viviez,\kə vu vi.vje\,subjonctif,présent,deuxième_pluriel
vivre - subjonctif - présent - troisième_pluriel,vivre,vivent,\k‿[il/ɛl] viv\,subjonctif,présent,troisième_pluriel
vivre - subjonctif - imparfait - première_singulier,vivre,vécusse,\kə ʒə ve.kys\,subjonctif,imparfait,première_singulier
vivre - subjonctif - imparfait - deuxième_singulier,vivre,vécusses,\kə ty ve.kys\,subjonctif,imparfait,deuxième_singulier
vivre - subjonctif - imparfait - troisième_singulier,vivre,vécût,\k‿[il/ɛl/ɔ̃] ve.ky\,subjonctif,imparfait,troisième_singulier
vivre - subjonctif - imparfait - première_pluriel,vivre,vécussions,\kə nu ve.ky.sjɔ̃\,subjonctif,imparfait,première_pluriel
vivre - subjonctif - imparfait - deuxième_pluriel,vivre,vécussiez,\kə vu ve.ky.sje\,subjonctif,imparfait,deuxième_pluriel
vivre - subjonctif - imparfait - troisième_pluriel,vivre,vécussent,\k‿[il/ɛl] ve.kys\,subjonctif,imparfait,troisième_pluriel
vivre - conditionnel - présent - première_singulier,vivre,vivrais,\ʒə vi.vʁɛ\,conditionnel,présent,première_singulier
vivre - conditionnel - présent - deuxième_singulier,vivre,vivrais,\ty vi.vʁɛ\,conditionnel,présent,deuxième_singulier
vivre - conditionnel - présent - troisième_singulier,vivre,vivrait,\[il/ɛl/ɔ̃] vi.vʁɛ\,conditionnel,présent,troisième_singulier
vivre - conditionnel - présent - première_pluriel,vivre,vivrions,\nu vi.vʁi.jɔ̃\,conditionnel,présent,première_pluriel
vivre - conditionnel - présent - deuxième_pluriel,vivre,vivriez,\vu vi.vʁi.je\,conditionnel,présent,deuxième_pluriel
vivre - conditionnel - présent - troisième_pluriel,vivre,vivraient,\[il/ɛl] vi.vʁɛ\,conditionnel,présent,troisième_pluriel
